"cruise","serialno","samplenumber","no","weight","length","age","sex","liverweight","gonadweight"
2018203,71015,1,9,18750,112,12,1,1.421,2.92
2018203,71015,1,10,NA,96,11,1,1.001,2.685
2018203,71015,1,11,5090,86,8,2,0.172,NA
2018203,71015,1,12,10720,97,11,2,0.694,NA
2018203,71015,1,13,15930,108,11,1,1.55,3.96
2018203,71015,1,14,16370,124,10,1,0.788,2.06
2018203,71015,1,15,15830,110,11,1,0.684,3.3
2018203,71015,1,16,10020,104,12,2,0.536,NA
2018203,71015,1,17,13000,103,12,1,1.568,1.905
2018203,71015,1,19,5660,81,6,1,0.476,0.379
2018203,71015,1,20,2115,59,4,2,0.054,NA
2018203,71016,1,1,5125,90,10,1,0.198,0.106
2018203,71016,1,2,7100,91,11,1,0.83,0.437
2018203,71016,1,3,7160,99,9,2,0.243,0.134
2018203,71016,1,4,3340,76,8,2,0.218,0.152
2018203,71016,1,5,4230,83,10,2,0.122,0.14
2018203,71016,1,6,3540,79,12,2,0.062,0.093
2018203,71016,1,7,23,14,1,NA,NA,NA
2018203,71017,1,1,8040,105,10,1,0.148,0.142
2018203,71021,1,1,12460,111,12,1,0.506,1.558
2018203,71021,1,2,2870,71,7,2,0.183,0.101
2018203,71022,1,1,7020,99,10,2,0.323,NA
2018203,71022,1,2,3860,77,7,1,0.353,0.419
2018203,71022,1,3,3040,75,6,2,0.085,NA
2018203,71022,1,4,2480,69,7,1,0.184,0.244
2018203,71022,1,5,3200,70,6,1,0.297,0.53
2018203,71022,1,6,2715,71,7,2,0.125,NA
2018203,71022,1,7,2530,67,7,1,0.17,0.386
2018203,71022,1,8,7590,99,9,1,0.565,0.98
2018203,71022,1,9,6430,90,11,2,0.304,NA
2018203,71022,1,10,7560,95,9,1,0.35,0.752
2018203,71022,1,11,9295,103,11,2,0.453,NA
2018203,71024,1,1,2545,69,7,2,0.177,NA
2018203,71024,1,2,4520,85,7,2,0.131,NA
2018203,71024,1,3,3075,73,7,2,0.294,NA
2018203,71024,1,4,8270,99,9,1,0.261,0.515
2018203,71024,1,5,9180,98,11,2,0.656,NA
2018203,71024,1,6,2450,64,7,1,NA,0.341
2018203,71024,1,7,2235,63,7,2,0.149,NA
2018203,71024,1,8,9235,104,11,2,0.68,NA
2018203,71024,1,9,7555,93,12,2,0.356,NA
2018203,71024,1,10,3650,76,7,2,0.099,NA
2018203,71024,1,11,8150,97,12,2,0.541,NA
2018203,71024,1,12,4850,80,8,2,0.182,NA
2018203,71024,1,13,3750,77,8,2,0.094,NA
2018203,71024,1,14,5260,87,11,1,0.396,0.734
2018203,71024,1,15,3830,71,8,2,0.272,NA
2018203,71024,1,16,6075,88,7,1,0.485,0.503
2018203,71024,1,17,7185,95,9,2,0.143,NA
2018203,71024,1,18,8085,98,8,2,0.386,NA
2018203,71024,1,19,6350,86,9,1,0.494,0.757
2018203,71024,1,20,6455,83,7,2,0.49,NA
2018203,71024,1,21,5060,81,12,2,0.195,NA
2018203,71024,1,22,4940,76,6,1,0.462,0.211
2018203,71024,1,23,17440,111,9,1,1.156,4.01
2018203,71024,1,24,12120,103,13,1,0.755,2.55
2018203,71024,1,25,5325,83,8,2,0.196,NA
2018203,71031,1,1,5985,86,8,2,0.169,NA
2018203,71031,1,2,2510,66,5,2,0.035,NA
2018203,71031,1,3,2800,68,5,2,0.119,NA
2018203,71031,1,4,2790,62,4,2,0.05,NA
2018203,71031,1,5,3850,80,8,1,0.24,0.084
2018203,71031,1,6,3640,76,6,2,0.069,NA
2018203,71031,1,7,6070,84,6,1,0.114,0.648
2018203,71031,1,8,2430,64,6,2,0.049,NA
2018203,71031,1,9,4290,83,7,2,0.167,NA
2018203,71031,1,10,3890,74,6,2,0.079,NA
2018203,71031,1,11,4175,78,8,2,0.269,NA
2018203,71031,1,12,2505,64,6,1,0.066,0.082
2018203,71031,1,13,3490,78,9,2,0.16,NA
2018203,71031,1,14,2225,60,5,1,0.135,0.24
2018203,71031,1,15,NA,81,7,1,0.325,0.167
2018203,71031,1,16,2905,70,6,2,0.065,NA
2018203,71031,1,17,2140,62,4,2,0.046,NA
2018203,71031,1,18,5880,92,9,2,0.283,NA
2018203,71031,1,19,2475,69,8,2,0.119,NA
2018203,71031,1,20,5260,86,9,2,0.206,NA
2018203,71031,1,21,12070,107,12,1,0.741,0.958
2018203,71031,2,1,4135,79,7,2,0.091,NA
2018203,71031,2,2,3135,70,5,2,0.053,NA
2018203,71031,2,3,3195,72,6,2,0.103,NA
2018203,71031,2,4,2690,68,7,2,0.072,NA
2018203,71031,2,5,2855,67,7,2,0.125,NA
2018203,71031,2,6,4685,75,6,1,0.125,0.968
2018203,71031,2,7,2620,66,5,2,0.066,NA
2018203,71031,2,8,1625,54,5,2,0.06,NA
2018203,71031,2,9,5605,88,9,2,0.288,NA
2018203,71031,2,10,3710,75,6,1,0.074,0.221
2018203,71031,2,11,2520,71,7,2,0.07,NA
2018203,71031,2,12,3370,79,10,2,0.066,NA
2018203,71031,2,13,3950,76,8,2,0.21,NA
2018203,71031,2,14,4895,86,8,2,0.141,NA
2018203,71031,2,15,4995,81,8,2,0.152,NA
2018203,71031,2,16,6220,82,6,1,0.577,1.013
2018203,71031,2,17,2510,62,4,2,0.059,NA
2018203,71031,2,18,3800,70,6,1,0.065,0.548
2018203,71031,2,19,2600,70,7,1,0.2,0.072
2018203,71031,2,20,6020,91,9,2,0.296,NA
2018203,71031,2,21,2340,60,5,2,0.039,NA
2018203,71031,2,22,5790,88,10,2,0.224,NA
2018203,71031,2,23,11000,109,12,1,0.334,1.194
2018203,71032,1,1,6150,90,7,2,0.24,0.249
2018203,71032,1,2,4990,75,7,1,0.14,0.745
2018203,71032,1,3,3840,79,11,2,0.193,0.284
2018203,71032,1,4,4160,83,10,2,0.128,0.106
2018203,71032,1,5,18980,113,12,1,1.288,4.32
2018203,71032,1,6,6710,91,7,2,0.224,0.354
2018203,71032,1,7,1510,56,5,2,0.039,0.026
2018203,71032,1,8,1620,61,7,2,0.052,0.028
2018203,71032,1,9,3600,70,6,2,0.111,0.022
2018203,71032,1,10,5940,91,10,2,0.176,0.102
2018203,71032,1,11,2530,64,5,2,0.05,0.032
2018203,71032,1,12,3520,71,5,2,0.233,0.049
2018203,71032,1,14,3010,69,8,1,0.164,0.414
2018203,71032,1,15,15140,112,14,1,0.885,2.32
2018203,71032,1,16,3510,73,8,1,0.241,0.43
2018203,71032,1,17,4850,81,8,1,0.151,0.544
2018203,71032,1,18,12500,109,15,1,NA,2.46
2018203,71032,1,19,6320,90,14,1,0.317,0.911
2018203,71032,1,20,7660,88,9,1,0.245,0.84
2018203,71032,1,21,4220,77,9,2,0.243,0.392
2018203,71034,1,1,7025,93,12,2,0.308,NA
2018203,71034,1,2,4635,84,8,2,0.368,NA
2018203,71034,1,3,6270,94,11,2,0.215,NA
2018203,71034,1,4,12990,107,10,1,0.845,2.123
2018203,71034,1,5,3420,72,6,2,0.069,NA
2018203,71034,1,6,15720,120,13,2,0.575,NA
2018203,71034,1,7,5600,88,9,2,0.132,NA
2018203,71034,1,8,14330,108,13,1,1.55,2.63
2018203,71034,1,9,14100,104,15,1,1.385,2.254
2018203,71034,1,10,6330,99,11,2,0.199,NA
2018203,71034,1,11,4130,77,7,2,0.22,NA
2018203,71034,1,12,4500,83,9,2,0.343,NA
2018203,71034,1,13,9020,95,11,1,0.74,1.37
2018203,71034,1,14,10180,106,14,1,0.825,0.309
2018203,71034,1,15,16130,105,12,1,1.118,3.72
2018203,71034,1,16,10220,109,12,1,0.728,0.576
2018203,71034,1,17,5190,79,6,1,0.178,0.741
2018203,71034,1,18,6890,95,10,1,0.345,0.439
2018203,71034,1,19,4730,85,8,2,0.14,NA
2018203,71034,1,20,14780,104,12,1,0.542,2.88
2018203,71034,1,21,5110,85,10,2,0.159,NA
2018203,71034,1,22,11780,103,13,1,1.154,2.273
2018203,71034,1,23,6300,91,9,2,0.169,NA
2018203,71034,1,24,8260,103,12,2,0.427,NA
2018203,71034,1,25,4770,82,9,1,0.485,0.461
2018203,71034,1,26,3900,82,10,2,0.135,NA
2018203,71034,1,27,5340,88,7,2,0.184,NA
2018203,71034,1,28,5790,91,8,1,0.359,0.339
2018203,71034,1,29,2650,64,5,2,0.059,NA
2018203,71034,1,30,2330,67,7,2,0.129,NA
2018203,71034,1,31,8170,98,11,1,0.75,1.309
2018203,71034,1,32,11670,112,12,1,0.521,1.76
2018203,71034,1,33,7780,98,12,1,0.83,0.714
2018203,71034,1,34,5640,87,7,1,0.278,0.667
2018203,71034,1,35,2850,74,8,2,0.104,NA
2018203,71034,1,36,2110,66,7,2,0.028,NA
2018203,71034,1,37,3860,77,7,2,0.236,NA
2018203,71034,1,38,3400,72,6,2,0.16,NA
2018203,71034,1,39,4300,83,7,2,0.12,NA
2018203,71034,1,40,13720,110,13,1,1.551,2.333
2018203,71034,1,41,3540,73,7,1,0.127,0.06
2018203,71034,1,42,12420,114,14,2,0.833,NA
2018203,71034,1,43,4790,78,10,2,0.184,NA
2018203,71034,1,44,2240,67,7,1,0.108,0.055
2018203,71034,1,45,2020,68,7,2,0.076,NA
2018203,71034,1,46,2320,68,6,2,0.1,NA
2018203,71034,1,47,15050,111,12,1,1.13,1.723
2018203,71034,1,48,15430,112,10,2,0.709,NA
2018203,71034,1,49,10350,102,9,1,0.416,1.941
2018203,71034,1,50,14940,119,10,1,1.281,2.85
2018203,71034,1,51,3370,73,6,2,0.121,NA
2018203,71034,1,52,1660,55,5,2,0.019,NA
2018203,71034,1,53,4300,78,13,2,0.141,NA
2018203,71034,1,54,1750,53,3,2,0.053,NA
2018203,71034,1,55,6390,92,10,2,0.093,NA
2018203,71034,1,56,12160,117,12,1,0.784,0.472
2018203,71034,1,57,13920,119,14,1,0.983,2.01
2018203,71034,1,58,15740,130,12,1,0.9,0.431
2018203,71034,1,59,18640,129,16,2,0.825,NA
2018203,71034,1,60,16240,124,11,1,0.603,0.969
2018203,71034,1,61,23100,126,12,1,NA,4.2
2018203,71034,1,62,20700,132,14,1,0.528,2.3
2018203,71034,2,1,16470,112,12,1,1.046,3.56
2018203,71034,2,2,7960,96,12,2,0.375,NA
2018203,71034,2,3,5520,83,12,2,0.272,NA
2018203,71034,2,4,5760,86,14,2,0.35,NA
2018203,71034,2,5,9080,104,14,1,0.54,0.319
2018203,71034,2,6,14870,105,13,1,1.497,3.4
2018203,71034,2,7,11630,98,12,1,1.264,2.96
2018203,71034,2,8,4310,78,9,2,0.318,0.37
2018203,71034,2,9,7860,98,12,1,0.595,0.975
2018203,71034,2,10,15120,105,14,1,1.303,3.24
2018203,71034,2,11,12100,105,14,1,0.952,1.911
2018203,71034,2,12,12670,114,12,1,0.932,1.737
2018203,71034,2,13,5110,86,9,2,0.215,0.061
2018203,71034,2,14,5300,84,9,2,0.111,0.226
2018203,71034,2,15,2730,72,7,2,0.046,0.039
2018203,71034,2,16,4290,78,7,2,0.225,0.019
2018203,71034,2,17,7270,96,9,2,0.31,0.203
2018203,71034,2,18,3540,74,8,2,0.061,0.107
2018203,71034,2,19,4080,82,9,1,0.276,0.097
2018203,71034,2,20,4670,78,8,2,0.131,0.284
2018203,71034,2,21,3460,77,9,2,0.127,0.081
2018203,71034,2,22,6780,92,11,2,0.162,0.332
2018203,71034,2,23,7950,95,12,2,0.643,0.184
2018203,71034,2,24,8710,106,10,1,0.304,0.189
2018203,71040,1,5,1070,47.5,4,1,0.019,0.081
2018203,71040,1,6,5460,85,6,2,0.339,NA
2018203,71040,1,7,4060,75,7,2,0.323,NA
2018203,71040,1,8,3380,74,5,2,0.114,NA
